label,text
ham,She.s good. She was wondering if you wont say hi but she.s smiling now. So how are you coping with the long distance
spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906
spam,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur Mob? Join the UK's largest Dogging Network by txting MOAN to 69888Nyt. ec2a. 31p.msg@150p
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1
ham,what are your new years plans?
spam,5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.
ham,Oh sorry please its over
ham,I am in bus on the way to calicut
ham,I need details about that online job.
ham,I tot u outside cos darren say u come shopping. Of course we nice wat. We jus went sim lim look at mp3 player.
ham,What u mean u almost done? Done wif sleeping? But i tot u going to take a nap.. Yup i send her liao so i'm picking her up at ard 4 smth lor..
ham,Xy trying smth now. U eat already? We havent...
spam,GSOH? Good with SPAM the ladies?U could b a male gigolo? 2 join the uk's fastest growing mens club reply ONCALL. mjzgroup. 08714342399.2stop reply STOP. msg@£1.50rcvd
ham,Becoz its  &lt;#&gt;  jan whn al the post ofice is in holiday so she cn go fr the post ofice...got it duffer
ham,I thk 530 lor. But dunno can get tickets a not. Wat u doing now?
ham,"Did I forget to tell you ? I want you , I need you, I crave you ... But most of all ... I love you my sweet Arabian steed ... Mmmmmm ... Yummy"
ham,"Whats that coming over the hill..... Is it a monster! Hope you have a great day. Things r going fine here, busy though!"
spam,XMAS Prize draws! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09058094565 from land line. Valid 12hrs only
spam,URGENT We are trying to contact you Last weekends draw shows u have won a £1000 prize GUARANTEED Call 09064017295 Claim code K52 Valid 12hrs 150p pm
spam,RT-KIng Pro Video Club>> Need help? info@ringtoneking.co.uk or call 08701237397 You must be 16+ Club credits redeemable at www.ringtoneking.co.uk! Enjoy!
ham,That's y i said it's bad dat all e gals know u... Wat u doing now?
ham,"Mmmmm ... I loved waking to your words this morning ! I miss you too, my Love. I hope your day goes well and you are happy. I wait for us to be together again"
spam,RECPT 1/3. You have ordered a Ringtone. Your order is being processed...
ham,Then what about further plan?
spam,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN £100 Cash WKENT/150P16+
spam,Loans for any purpose even if you have Bad Credit! Tenants Welcome. Call NoWorriesLoans.com on 08717111821
ham,"Gumby's has a special where a  &lt;#&gt; "" cheese pizza is $2 so I know what we're doin tonight"
ham,No that just means you have a fat head
spam,"Claim a 200 shopping spree, just call 08717895698 now! Have you won! MobStoreQuiz10ppm"
ham,I will be outside office take all from there
spam,SMS SERVICES For your inclusive text credits pls gotto www.comuk.net login 3qxj9 unsubscribe with STOP no extra charge help 08702840625 comuk.220cm2 9AE
spam,Todays Voda numbers ending with 7634 are selected to receive a £350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da."
spam,100 dating service cal;l 09064012103 box334sk38ch
ham,"Did you say bold, then torch later. Or one torch and 2bold?"
ham,Lol now I'm after that hot air balloon!
ham,Are we doing the norm tomorrow? I finish just a 4.15 cos of st tests. Need to sort library stuff out at some point tomo - got letter from today - access til end march so i better get move on!
ham,Never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes... Always remember a STUPID FRIEND is here to share... BSLVYL
ham,Carlos says we can pick up from him later so yeah we're set
ham,K and you're sure I don't have to have consent forms to do it :V
spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!"
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04
ham,Where r we meeting?
ham,Now got tv 2 watch meh? U no work today?
ham,Send me yetty's number pls.
ham,Am in gobi arts college
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066
ham,Sorry completely forgot * will pop em round this week if your still here?
ham,How's ur paper?
ham,"Hello, hello, hi lou sorry it took so long 2 reply- I left mobile at friends in Lancaster, just got it bak Neway im sorry I couldnt make ur bday 2 hun!"
spam,Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net £1.50pm approx 3mins
ham,Hi da:)how is the todays class?
ham,Friends that u can stay on fb chat with
spam,"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058097189 NOW all will be revealed. POBox 6, LS15HB 150p"
ham,Btw regarding that we should really try to see if anyone else can be our 4th guy before we commit to a random dude
ham,Haven't eaten all day. I'm sitting here staring at this juicy pizza and I can't eat it. These meds are ruining my life.
spam,Good Luck! Draw takes place 28th Feb 06. Good Luck! For removal send STOP to 87239 customer services 08708034412
spam,Santa Calling! Would your little ones like a call from Santa Xmas eve? Call 09058094583 to book your time.
ham,No plm i will come da. On the way.
ham,Booked ticket for pongal?
spam,Marvel Mobile Play the official Ultimate Spider-man game (£4.50) on ur mobile right now. Text SPIDER to 83338 for the game & we ll send u a FREE 8Ball wallpaper
spam,FREEMSG: Our records indicate you may be entitled to 3750 pounds for the Accident you had. To claim for free reply with YES to this msg. To opt out text STOP
ham,I am in hospital da. . I will return home in evening
ham,Then why you not responding
ham,Are you staying in town ?
ham,"Customer place, i wil cal u sir."
ham,"Hurry up, I've been weed-deficient for like three days"
spam,FREE entry into our £250 weekly comp just send the word ENTER to 84128 NOW. 18 T&C www.textcomp.com cust care 08712405020.
ham,Ha... Then we must walk to everywhere... Cannot take tram. My cousin said can walk to vic market from our hotel
spam,Thanks 4 your continued support Your question this week will enter u in2 our draw 4 £100 cash. Name the NEW US President? txt ans to 80082
spam,Sorry I missed your call let's talk when you have the time. I'm on 07090201529
ham,It just seems like weird timing that the night that all you and g want is for me to come smoke is the same day as when a shitstorm is attributed to me always coming over and making everyone smoke
ham,Now i'm going for lunch.
ham,I fetch yun or u fetch?
ham,No. Thank you. You've been wonderful
spam,"complimentary 4 STAR Ibiza Holiday or £10,000 cash needs your URGENT collection. 09066364349 NOW from Landline not to lose out! Box434SK38WP150PPM18+"
ham,"Dear friends, sorry for the late information. Today is the birthday of our loving Ar.Praveesh. for more details log on to face book and see. Its his number + &lt;#&gt; . Dont miss a delicious treat."
ham,No calls..messages..missed calls
spam,"Thanks for your ringtone order, reference number X49.Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182"
ham,Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?
ham,Wat time ü finish?
spam,1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(£1.50p. m)
ham,S:)8 min to go for lunch:)
ham,It means u could not keep ur words.
spam,You have 1 new message. Please call 08718738034.
ham,U in town alone?
spam,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+
ham,I liked your new house
spam,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs
spam,"Our dating service has been asked 2 contact U by someone shy! CALL 09058091870 NOW all will be revealed. POBox84, M26 3UZ 150p"
ham,I.ll give her once i have it. Plus she said grinule greet you whenever we speak
ham,No da. . Vijay going to talk in jaya tv
ham,God bless.get good sleep my dear...i will pray!
spam,"Double Mins & 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia with Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/HF8"
spam,We currently have a message awaiting your collection. To collect your message just call 08718723815.
spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906
ham,"Hi. Hope ur day * good! Back from walk, table booked for half eight. Let me know when ur coming over."
ham,Hey i've booked the 2 lessons on sun liao...
ham,Why didn't u call on your lunch?
ham,K I'll be there before 4.
ham,am up to my eyes in philosophy
spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.
spam,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min
ham,No message..no responce..what happend?
spam,You will recieve your tone within the next 24hrs. For Terms and conditions please see Channel U Teletext Pg 750
ham,Howz pain?hope u r fine..
ham,Was just about to ask. Will keep this one. Maybe that's why you didn't get all the messages we sent you on glo
ham,I taught that Ranjith sir called me. So only i sms like that. Becaus hes verifying about project. Prabu told today so only pa dont mistake me..
ham,when you and derek done with class?
spam,Summers finally here! Fancy a chat or flirt with sexy singles in yr area? To get MATCHED up just reply SUMMER now. Free 2 Join. OptOut txt STOP Help08714742804
spam,How come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night?
ham,Not able to do anything.
spam,Moby Pub Quiz.Win a £100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP £1.50 008704050406 SP Arrow
ham,Stupid.its not possible
ham,"Come to mu, we're sorting out our narcotics situation"
ham,So i'm doing a list of buyers.
spam,8007 FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W4 5WQ norm 150p/tone 16+
spam,Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app
ham,Kaiez... Enjoy ur tuition... Gee... Thk e second option sounds beta... I'll go yan jiu den msg u...
ham,Do have a nice day today. I love you so dearly.
ham,Ok... U enjoy ur shows...
spam,tells u 2 call 09066358152 to claim £5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!
spam,Tone Club: Your subs has now expired 2 re-sub reply MONOC 4 monos or POLYC 4 polys 1 weekly @ 150p per week Txt STOP 2 stop This msg free Stream 0871212025016
spam,"January Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)"
spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599
ham,Do u noe wat time e place dat sells 4d closes?
ham,"Hello.How u doing?What u been up 2?When will u b moving out of the flat, cos I will need to arrange to pick up the lamp, etc. Take care. Hello caroline!"
ham,Ok set let u noe e details later...
ham,Squeeeeeze!! This is christmas hug.. If u lik my frndshp den hug me back.. If u get 3 u r cute:) 6 u r luvd:* 9 u r so lucky;) None? People hate u:
ham,Ok.
ham,"CAN I PLEASE COME UP NOW IMIN TOWN.DONTMATTER IF URGOIN OUTL8R,JUST REALLYNEED 2DOCD.PLEASE DONTPLEASE DONTIGNORE MYCALLS,U NO THECD ISV.IMPORTANT TOME 4 2MORO"
ham,Also track down any lighters you can find
spam,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTx
spam,"Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9996. Offer ends 14thMarch. T&C's apply. Opt-out availa"
